Uuid,Void/Retire,Short name:en,Fully specified name:en,Fully specified name:fr,Data class,Data Type,Members,_order:500,Mappings|SAME-AS
289a93f9-3c25-48bc-ab80-cc81dcc252e6,,,Polyamide Monofilament Gauge 3.5(0) 75cm on 25mm 1/2 Circle Round Bodied Needle,,Medical supply,N/A,,,DAGU Item:54946
a73c8fe1-7e95-423b-a0bb-c161bb0cce07,,,Cat Gut Chromic Gauge 5.0(1) 75cm on 30mm 1/2 Circle Round Bodied Needle,,Medical supply,N/A,,,DAGU Item:54948
ede24d80-50b2-4d59-9c18-f1d20175051a,,,Cat Gut Chromic Gauge 5.0(1) 75cm on 48mm 1/2 Circle Round Bodied Needle,,Medical supply,N/A,,,DAGU Item:54949
61ef0f3c-7669-4e7a-92c2-8556a6a82772,,,Polyglycolic acid absorbable braided violet Gauge 5.0(2) 75cm on 50mm 1/2 Circle round Bodied needle,,Medical supply,N/A,,,DAGU Item:54950
f69652b8-89f1-4719-872a-ba574788af80,,,Handi Vac Complete Set (EV 500),,Medical supply,N/A,,,DAGU Item:55030
0b9431b4-bb2d-482a-9886-100a31c68f68,,,Resuscitation Trolley,,Medical supply,N/A,,,DAGU Item:55049
d4e9f20b-4302-4757-ad3c-28eae3c84beb,,,Shoecover Non Skid,,Medical supply,N/A,,,DAGU Item:55052
16c1a0a6-7c47-4e46-b25e-540dfea89bba,,,Glass Volumetric Transfer Pipette 10ml,,Medical supply,N/A,,,DAGU Item:55058
1faaa2c9-4d84-4d8e-ace7-87fa9553a473,,,Syringe (Disposable) 10ml with needle 21G,,Medical supply,N/A,,,DAGU Item:55059
fda9bafc-873b-4f34-b857-743b6bcecbb9,,,New Born Bag and Mask 500ml,,Medical supply,N/A,,,DAGU Item:55060
738b9798-89e2-4d89-a5c8-688bc4f69860,,,Bucket With Hand Washing Outlet 30 Littre,,Medical supply,N/A,,,DAGU Item:55066
42eb562e-4983-433b-a08f-63954f5b9905,,,Catheter Foley Silconized Latex Three Ways 30 50ml Balloon 12CH,,Medical supply,N/A,,,DAGU Item:55067
7b7f8061-000d-4063-ac8c-1a18fa904dac,,,Catheter Foley Silconized Latex Two Ways 30 50ml Balloon 16CH,,Medical supply,N/A,,,DAGU Item:55068
c279cdaa-478a-4cf5-a758-2973c039bf2c,,,Catheter Foley Silconized Latex Three Ways 30 50ml Balloon 18CH,,Medical supply,N/A,,,DAGU Item:55069
b4681c89-5ab9-487c-a153-ebb8900baedd,,,Catheter Foley Silconized Latex Two Ways 30 50ml Balloon 22CH,,Medical supply,N/A,,,DAGU Item:55070
ce2cc042-ab2c-407a-9f04-999906eec7b0,,,Catheter Foley Silconized Latex Three Ways 30 50ml Balloon 24CH,,Medical supply,N/A,,,DAGU Item:55071
93e671cc-f73a-4b0c-b661-2843728d954a,,,Syringe (Disposable) 3ml with Needle 23G,,Medical supply,N/A,,,DAGU Item:55073
2822625f-3499-4dfc-a73f-4492e196d820,,,Catheter Suction Silconized with Funnel 8CH,,Medical supply,N/A,,,DAGU Item:55075
9a6691be-62d5-4188-81f3-f55bd132627a,,,Polyglycolic acid absorbable braided violet Gauge 0.7(6/0) 30m on 12mm 1/2 circle cutting taper needle,,Medical supply,N/A,,,DAGU Item:55076
44b465c4-725a-4dff-8e62-343a2d56be18,,,Polyglycolic acid absorbable braided violet Gauge 1.0(5/0) 45cm on 13mm 1/2 Circle Round Bodied Needle,,Medical supply,N/A,,,DAGU Item:55077
66fe5879-24e0-4b0f-aeff-ed8d234c2d25,,,Polyglycolic acid absorbable braided violet Gauge 1.0(5/0)75cm 0n 45mm 1/2 circle cutting taper needle,,Medical supply,N/A,,,DAGU Item:55078
1bbf631b-6313-4516-bbcd-725bbb7bbf64,,,Mersilk Braided Black Gauge 1.5(4/0) 75cm with 1/2 Circle Round Bodied Needle,,Medical supply,N/A,,,DAGU Item:55080
5579d467-80ef-4873-8aef-c7653e4ad492,,,Mersilk Braided Black Gauge 2.0(3) 75cm on 35mm 1/2 Circle Reverse Cutting Needle,,Medical supply,N/A,,,DAGU Item:55081
e6790427-4353-4cd9-b1e1-da21b708f83f,,,Mersilk Braided Black Gauge 2.0(3/0) 75cm on 26mm 1/2 Circle Reverse Cutting Needle,,Medical supply,N/A,,,DAGU Item:55082
80f296a9-8d4d-4785-bc6b-21d0b63c8ed3,,,Mersilk Braided Black Gauge 3.5(0) 75cm on 32mm 1/2 circle Reverse Cutting Needle,,Medical supply,N/A,,,DAGU Item:55083
548e51b1-03b6-44c8-afa6-89b9d56c4db5,,,Polyglycolic acid absorbable braided violet Gauge 4.0(1) 75cm on 45mm 1/2 Circle Cutting Taper Heavy Needle,,Medical supply,N/A,,,DAGU Item:55084
36d7aab6-bf84-49e8-be48-bba609d40459,,,Mersilk Braided Black Gauge 6.0(3) 75cm on 40mm 1/2 Circle Round Bodied Needle,,Medical supply,N/A,,,DAGU Item:55085
f6e93547-b75c-40ad-bafa-89829fdab653,,,Glove Gynecological Examination,,Medical supply,N/A,,,DAGU Item:55159
780dc853-43d3-4da4-91f4-0cf378ab1458,,,Torch with Metal Plastic Linkage,,Medical supply,N/A,,,DAGU Item:55176
848d51fb-ce84-475f-b133-bd1df8ed178c,,,Tourniquet Rubber,,Medical supply,N/A,,,DAGU Item:55177
4d92b41e-75c2-4b0d-8954-7656371df457,,,Solar LED Light,,Medical supply,N/A,,,DAGU Item:55180
6866ef07-3cdd-4f8a-9f24-40c7bd7590a8,,,Pad Absorbent (Diaper) with Plastic Backing White 17x24 Inch,,Medical supply,N/A,,,DAGU Item:55184
8a8a585c-01e4-4450-8775-d1aa04f06743,,,Optical lense cleaner 30ml Bottle,,Medical supply,N/A,,,DAGU Item:55190
e961c1e6-71ce-48c8-913b-31d7eb946f19,,,Biohazard Bags Disposable 37x48inch,,Medical supply,N/A,,,DAGU Item:55191
3a40b1cd-4500-4b2f-9c4f-24f35d97fb01,,,Syringe (Disposable) 50ml with Needle 21G,,Medical supply,N/A,,,DAGU Item:55192
5182ff15-84bf-4fc1-82c2-ca53710088e5,,,Syringe (Disposable) 5ml with Needle 20G,,Medical supply,N/A,,,DAGU Item:55193
5e8c4a5e-1cc8-40d9-97da-1d9564f14915,,,Polyglycolic acid absorbable braided violet Gauge 0.4(8/0) 45cm on 8mm 1/2 Circle Round Bodied Taper Needle,,Medical supply,N/A,,,DAGU Item:55194
8cae8e1e-7adb-4a25-aff7-8e69ba399f54,,,Polyglycolic acid absorbable braided violet Gauge 0.7(6/0) 30cm on 12mm 1/2 Circle cutting Tapper Needle,,Medical supply,N/A,,,DAGU Item:55195
a4158efc-6517-4165-af38-799c6b326854,,,Mersilk Braided Black Gauge 1.5(4/0) 75cm on 17mm 3/8 Circle Reverse Cutting Needle,,Medical supply,N/A,,,DAGU Item:55199
8443b644-50f3-417f-be2d-23e8e6cd6aa2,,,Mersilk Braided Black Gauge 1.5(4/0) 75cm on 18mm 1/2 Circle Reverse Cutting Needle,,Medical supply,N/A,,,DAGU Item:55200
8ce747d9-9b20-4f2c-8f63-44327c66bb0a,,,Mersilk Braided Black Gauge 1.5(4/0) 75cm on 20mm 1/2 Circle Round Bodied Needle,,Medical supply,N/A,,,DAGU Item:55201
b7e5f977-d09a-4130-aa08-84c600bba706,,,Polyglycolic acid absorbable braided violet Gauge 2.0(3/0)75cm on 26mm 1/2 circle rounded bodied needle,,Medical supply,N/A,,,DAGU Item:55202
73efeffd-634b-4854-beeb-8bffc502c3b2,,,Cat Gut Chromic Gauge 2.0(4/0) 75cm on 19mm 1/2 Circle Reverse Cutting Needle,,Medical supply,N/A,,,DAGU Item:55203
9cd70847-d52c-4e0f-b3cd-a2537238b340,,,Mersilk Braided Black Gauge 3.0(2/0) 75cmon 24mm 1/2 Circle Reverse Cutting Needle,,Medical supply,N/A,,,DAGU Item:55204
c6dd492c-d0ed-4be7-94cb-6af93815ae37,,,Mersilk Braided Black Gauge 3.0(2/0)75cm on 35mm 1/2 Circle Reverse Cutting Needle,,Medical supply,N/A,,,DAGU Item:55205
14bdcbbc-07ae-43ff-a1a2-1819cd91877f,,,Cat Gut Chromic Gauge 4.0(0) 75cm on 32mm 1/2 Circle Round Bodied Needle,,Medical supply,N/A,,,DAGU Item:55206
0c874c99-e483-4703-b14d-5f1c1284240c,,,Cat Gut Chromic Gauge 4.0(0) 75cm on 38mm 1/2 Circle Round Bodied Needle,,Medical supply,N/A,,,DAGU Item:55207
91d82a3d-a184-49be-8382-0bbd1e23234f,,,Poly Diaxone Monofilament Violet Gauge 4.0(1) 90cm on 40mm 1/2 circle round bodied taper needle,,Medical supply,N/A,,,DAGU Item:55208
4cb884ac-789c-4e6f-93e7-b7c5a3ed0beb,,,Mersilk Braided Black Gauge 5.0(2) 75cm on 40mm 1/2 Circle Reverse Cutting Needle,,Medical supply,N/A,,,DAGU Item:55209
4500149c-7a9d-4b03-a353-5d937d44f4e8,,,Physical PressureTransducer,,Medical supply,N/A,,,DAGU Item:55282
9ccfd73f-da39-4248-99c2-b16d152c95a1,,,Thermostatic Valve R4O4,,Medical supply,N/A,,,DAGU Item:55290
a24f3e24-9be9-4402-96a4-cc9157c8b1e4,,,Glove Surgical Latex Sterile No.7.5,,Medical supply,N/A,,,DAGU Item:55301
d7cf5868-e3a0-4105-b034-dccb7677fc82,,,Syringe(AD) 0.5ml with Needle 23G,,Medical supply,N/A,,,DAGU Item:55303
00de6c2e-671a-4987-a20b-b877fc7baf26,,,Parafilm flexable water tight filmto seal laboratory containers 10cmx38m,,Medical supply,N/A,,,DAGU Item:55305
b7aef697-8a87-4216-83a3-4f988e3e3bc7,,,Catheter Suction Transparent with Funnel Silco Sterile 16CH,,Medical supply,N/A,,,DAGU Item:55306
973aee15-be85-46ce-9b02-71544c1e63b1,,,Endobranchial Tube Right 35CH,,Medical supply,N/A,,,DAGU Item:55310
2d6198e0-1963-4ead-b2cb-6c0644a40b00,,,Endobranchial Tube Left 39CH,,Medical supply,N/A,,,DAGU Item:55311
da9527e6-7451-4a18-b681-98245fa950f0,,,Boots 42 Size,,Medical supply,N/A,,,DAGU Item:55312
2ce86d54-25d4-4a1e-b1af-120af13d1a2f,,,Catheter Suction Transparent with Funnel Silco Sterile 6CH,,Medical supply,N/A,,,DAGU Item:55314
07f67768-cd90-4289-aa3a-d8c83ab8e86b,,,Mersilk Braided Black Gauge 1.5(4/0) 100cm on 40mm 1/2 Circle Reverse Cutting Needle,,Medical supply,N/A,,,DAGU Item:55320
f2201db6-bdf0-4c10-95d4-7f88fd8e4569,,,Polyglycolic acid absorbable braided violet Gauge 2.0(3/0) 75cm on 27mm 1/2 Circle revers Cutting needle,,Medical supply,N/A,,,DAGU Item:55321
244cee13-50ac-4ae8-97eb-849610ebac5c,,,Mersilk Braided Black Gauge 3.0(2/0) 75cm on 24mm 1/2 Cicle reverse cutting Needle,,Medical supply,N/A,,,DAGU Item:55324
6a2fef0d-4586-472f-b43d-7116f67e4ad7,,,Mersilk Braided Black Gauge 3.0(2/0) 75cm on 35mm 1/2 Circle Round Bodied Needle,,Medical supply,N/A,,,DAGU Item:55325
be90c8ab-fd43-4703-9e8f-5398c239d0f0,,,Cat Gut Chromic Gauge 3.5(2/0) 70cm on 26mm 1/2 Circle Round Bodied Needle,,Medical supply,N/A,,,DAGU Item:55326
61cf21f3-fd18-43a4-90df-6f1db6ac491d,,,Cat Gut Chromic Gauge 3.5(2/0) 75cm on 45mm 1/2 Circle Cutting Taper Needle,,Medical supply,N/A,,,DAGU Item:55327
39eba282-ed1c-430d-8f9e-b4687cfd80a2,,,Mersilk Braided Black Gauge 5.0(2) 75cm on 38mm 1/2 Circle Reverse Cutting Needle,,Medical supply,N/A,,,DAGU Item:55329
b26591ea-81b2-4d48-832b-a25d60f03944,,,Filter Paper Qualitative Whatman Grade 1 Diameter 150mm,,Medical supply,N/A,,,DAGU Item:55330
3af72d1c-007d-4b90-be51-2d89b8224689,,,Polyglycolic acid absorbable braided violet Guage 2.0(3/0) 70cm on 22mm 1/2 Circle Reverse Cutting Needle,,Medical supply,N/A,,,DAGU Item:55331
08f7d9b3-3e1c-4308-86c3-389871d748b6,,,Polyglycolic acid absorbable braided violet Guage 3.0(2/0) 75cm on 36mm 1/2 Circle Round Bodied Needle,,Medical supply,N/A,,,DAGU Item:55332
760fcd59-0968-4447-9bae-8f41d1627f0d,,,Autocheck 5+ level 1 Red Box of 30 Ampoules for ABL7XX/8XX S7735,,Medical supply,N/A,,,DAGU Item:55334
c4adeaea-c5dd-4eea-9fda-2a78575e8732,,,Glove Surgical Latex Sterile No. 7,,Medical supply,N/A,,,DAGU Item:55336
aabd287b-35af-423b-941a-f4a28ee1ee19,,,Diallser/Filter,,Medical supply,N/A,,,DAGU Item:55437
6e80703a-5987-49e6-bd15-7887bf31fb97,,,Syringe(AD) 0.05ml,,Medical supply,N/A,,,DAGU Item:55438
63bf6100-57ca-4717-9536-1f0aaa65df45,,,Urine Collecting Bag PVC Latex Product 1000ml,,Medical supply,N/A,,,DAGU Item:55440
d48a852f-3ef6-4b76-b2e3-e6645138ca1b,,,Starting Condenser (117U5015) 117U5015,,Medical supply,N/A,,,DAGU Item:55441
1b0d94c9-f0f7-42fe-b5e7-c5b59d3952ac,,,"Drill Bit Round Shaft 12.7mm, 85/70mm",,Medical supply,N/A,,,DAGU Item:55444
4bb206e0-562e-4778-8259-41ab642f2967,,,Catheter Suction Transparent with Funnel Silco Sterile 14CH,,Medical supply,N/A,,,DAGU Item:55445
452f310b-e727-437b-a259-62756083ecd8,,,First Aid Water Proof Plaster 19mmx72mm,,Medical supply,N/A,,,DAGU Item:55447
1958027f-7dd7-4764-a746-578bee3d1af0,,,Syringe Insulin (Disposable) 1ml on 6mm with Fixed Needle 30G,,Medical supply,N/A,,,DAGU Item:55448
aa0dc71d-dfc3-4910-916a-fe8e33268874,,,Endotracheal Tube 5.5CH,,Medical supply,N/A,,,DAGU Item:55450
3ca78556-baea-4054-8b8d-fbf6718462ca,,,Oropharyngeal Airway (Guedel) Sterile 90mm,,Medical supply,N/A,,,DAGU Item:55451
987ba9ec-8040-4bd8-a195-20fac55f790f,,,Polyamide Monofilament Gauge 0.2(10/0) 38cm on 64mm spatula Double Armed Needle,,Medical supply,N/A,,,DAGU Item:55453
f4bb2231-405d-4048-8144-e1c0a8893ca3,,,Polyamide Monofilament Gauge 0.3(9/0) 30cm on 5mm 1/3 circle Round bodied Spatula Double Armed Needle,,Medical supply,N/A,,,DAGU Item:55454
c2e41615-ee18-4f07-bf37-148ee6a7474f,,,Mersilk Braided Black Gauge 3.0(2/0) 100cm on 42mm 1/2 Circle Reverse Cutting Needle,,Medical supply,N/A,,,DAGU Item:55456
a657f07b-29f5-4f86-9f4d-2d8bbd1c4abc,,,Mersilk Braided Black Gauge 3.0(2/0) 75cm on 24mm 1/2 Cicle Reverse Cutting Needle,,Medical supply,N/A,,,DAGU Item:55457
4b0defe6-a9d3-4ced-9bc8-9b5f6b19b7fc,,,Cat Gut Chromic Gauge 3.0(3/0) 70cm on 26mm 1/2 Circle Round Bodied Needle,,Medical supply,N/A,,,DAGU Item:55458
9528e946-a570-462e-bc8c-c61c55307216,,,Cat Gut Chromic Gauge 3.0(3/0) 75cm on 32mm 1/2 Circle Round Bodied Needle,,Medical supply,N/A,,,DAGU Item:55459
24f2c50f-ff1d-4275-abce-61f3642918ac,,,Mersilk Braided Black Gauge 4.0(1) 75cm 35mm 1/2 Circle reverse cutting needle,,Medical supply,N/A,,,DAGU Item:55460
ff93ea21-91fc-41b2-bea6-1a0e0e7ddc0f,,,Mersilk Braided Black Gauge 4.0(1) 75cm on 30mm 1/2 Circle Round Bodied Needle,,Medical supply,N/A,,,DAGU Item:55461
91adb2da-d6f5-4def-a44f-1472bbdd87ad,,,Mersilk Braided Black Gauge 4.0(1) 75cm on 35mm 1/2 Circle Reverse Cutting Needle,,Medical supply,N/A,,,DAGU Item:55462
f0ef958e-52f7-4bdd-9c6b-1d07e321b49c,,,Cat Gut Chromic Gauge 6.0(2) 75cm on 35mm 1/2 Circle Round Bodied Needle,,Medical supply,N/A,,,DAGU Item:55463
5ab03b71-95c3-4337-9a4b-8c9b8c634f60,,,Cat Gut Chromic Gauge 7.0(3) 75cm on 50mm 1/2 Circle Round Bodied Needle,,Medical supply,N/A,,,DAGU Item:55464
978f552b-bdcd-4dbb-8f7e-0c0531f49de0,,,Surgical Scalpel Blade No.24,,Medical supply,N/A,,,DAGU Item:55465
d3944ed3-041b-4923-a2fd-fa1c44ffc02e,,,Endotracheal Tube Cuffed,,Medical supply,N/A,,,DAGU Item:55531
b149caa0-8f99-4c6c-b9cb-0d9608593dac,,,"Oropharyngeal Airway (Guedel) Sterile conisting of neonatal, pediatrics, child adolescent, adult, large adult Set",,Medical supply,N/A,,,DAGU Item:55547
8f414d63-88de-487b-b2d9-deb9697831cc,,,"Switch High Pressure, HBN 150",,Medical supply,N/A,,,DAGU Item:55552
9f1c0555-30a1-4ea9-b960-85865dfa1cd5,,,Cotton Absorbent Wool 100gm,,Medical supply,N/A,,,DAGU Item:55555
c376f6a5-7a3b-41ed-8e11-7ef01110b7ce,,,Spare Wick 150mm,,Medical supply,N/A,,,DAGU Item:55556
2c9f0e6b-c73a-41dd-824e-ea711108a42a,,,Urine Collecting Bag PVC Latex Product 2000ml,,Medical supply,N/A,,,DAGU Item:55557
21fb703a-1377-4885-baed-24cc560fb18f,,,Syringe (Disposable) 2ml with Needle,,Medical supply,N/A,,,DAGU Item:55558
1d3c91bd-95ca-4ca7-96b8-4d6e3cc468db,,,Glass Volumetric Transfer Pipette 50ml,,Medical supply,N/A,,,DAGU Item:55559
c2659310-f15d-4857-91c7-c0aa84c75880,,,Catheter Foley Silconized Latex Two Ways 3 5ml Balloon 10CH,,Medical supply,N/A,,,DAGU Item:55566
dfe58ed9-acc5-4c0c-8f49-824a3c0339ff,,,Catheter Foley Silconized Latex Two Ways 5 15ml Balloon 10CH,,Medical supply,N/A,,,DAGU Item:55567
c0284900-3f5c-4fb9-b319-b330e9dba801,,,Catheter Foley Silconized Latex Three Ways 5 15ml Balloon 12CH,,Medical supply,N/A,,,DAGU Item:55568
5065afda-80f5-4998-b390-3df64e03d7b7,,,Catheter Foley Silconized Latex Two Ways 5 15ml Balloon 8CH,,Medical supply,N/A,,,DAGU Item:55569
27054546-c537-43ca-bf5d-6630b7f04de6,,,Apron Plastic Protection Against Most Chemicals 80x120cm,,Medical supply,N/A,,,DAGU Item:55570
baff1b9b-2b56-4b7e-88a4-1ad2ffe8b113,,,Polyglycolic acid absorbable braided violet Gauge 1.5(4/0) 75cm on 15mm 1/2 circle reverse cutting needle,,Medical supply,N/A,,,DAGU Item:55572
fc065fe6-ddae-4b7e-9b98-c5e3c54e27a5,,,Polyglycolic acid absorbable braided violet Gauge 1.5(4/0) 75cm on 15mm 1/2 Reverse Cutting Taper Needle,,Medical supply,N/A,,,DAGU Item:55573
dcb8fb29-dc19-46cd-8187-ddf2a63a706d,,,Polyglycolic acid absorbable braided violet Gauge 3.0(2/0) 75cm on 36mm 1/2 circle round bodied Tapper needle,,Medical supply,N/A,,,DAGU Item:55574
f500402b-b758-463e-ac34-d2b2baca5c57,,,Mersilk Braided Black Gauge 4(1) 75cm on 19mm 1/2 Circle Reverse Cutting Needle,,Medical supply,N/A,,,DAGU Item:55575
fd1bf653-c303-4e91-96eb-6349b41ddf03,,,Cat Gut Chromic Gauge 5.0(1) 75cm on 38mm 1/2 Circle Round Bodied Needle,,Medical supply,N/A,,,DAGU Item:55577
e3c42068-41e9-412b-9018-3d54f86884fa,,,Cat Gut Chromic Gauge 5.0(1) 75cm on 50mm 1/2 Circle Round Bodied Needle,,Medical supply,N/A,,,DAGU Item:55578
46cbd6a8-12a2-461c-aec7-988d49a1122f,,,Polyglycolic acid absorbable braided violet Gauge 5.0(2) 75cm on 40mm 1/2 circle cutting tapper needle,,Medical supply,N/A,,,DAGU Item:55579
cd1e1d04-f00c-4242-bca8-3fc448b7b5d9,,,Surgical Scalpel Blade No.10,,Medical supply,N/A,,,DAGU Item:55582
b0d0ae33-5ea0-4f06-8610-1b763f246ac1,,,Peritoneal Biopsy Needle,,Medical supply,N/A,,,DAGU Item:55636
61093219-4318-4f49-961f-ef55e515fc94,,,Resuscitator Bag (Ambu Bag),,Medical supply,N/A,,,DAGU Item:55672
fb47756b-492f-4a4e-a384-02cafd7fc90d,,,Syringe(AD) 2ml with needle 21G,,Medical supply,N/A,,,DAGU Item:55678
8e74e14a-86a9-4dd0-972b-5281aa37208d,,,New Emergency Health Kit Supply 1 Equipment,,Medical supply,N/A,,,DAGU Item:55686
ff85134b-a6f3-41d7-9059-c0b5e28ba12d,,,Gauze Bandage 10cmx4m,,Medical supply,N/A,,,DAGU Item:55688
7f34afcc-2911-4079-afc7-7a98e6d3dab4,,,Catheter Foley Silconized Latex Two Ways 30 50ml Balloon 12CH,,Medical supply,N/A,,,DAGU Item:55689
60b12d5f-7860-446d-9fa8-413fced58f44,,,Catheter Foley Silconized Latex Three Ways 30 50ml Balloon 14CH,,Medical supply,N/A,,,DAGU Item:55690
e0a6acd5-15a6-4749-a019-964531c5cc76,,,Catheter Foley Silconized Latex Two Ways 30 50ml Balloon 18CH,,Medical supply,N/A,,,DAGU Item:55691
64f4e867-5152-440f-8c2f-4b66bb9a43df,,,Catheter Foley Silconized Latex Three Ways 30 50ml Balloon 20CH,,Medical supply,N/A,,,DAGU Item:55692
d121d7c1-7bd3-489b-9383-d5f99d191f9f,,,Boots for Delivery 38 Size,,Medical supply,N/A,,,DAGU Item:55693
e88c2567-4bc8-4a56-afcf-e098cb825fd7,,,Starting Device 4 Jan,,Medical supply,N/A,,,DAGU Item:55694
6a0efa43-0a12-4a1b-bc3e-98fd9ae8d77c,,,Catheter Suction 6CH,,Medical supply,N/A,,,DAGU Item:55697
98b16e9e-ea86-486e-916e-df46b23dd47f,,,Endotracheal Tube 7.5CH,,Medical supply,N/A,,,DAGU Item:55698
f92aac4d-c23a-4e0f-aea3-51d6ed74db99,,,Triangular Bandage 96cmx96cmx136cm,,Medical supply,N/A,,,DAGU Item:55700
3e8ec361-51bb-4957-9a38-a18c85fed8fc,,,Polyglycolic acid absorbable braided violet Gauge 1.0(5/0) 75cm on 45mm 1/2 circle cutting taper Needle,,Medical supply,N/A,,,DAGU Item:55701
93639bcf-fada-4c4b-ba23-5a6edc123c1e,,,Mersilk Braided Black Gauge 2.0(3/0) 100cm on 35mm 3/8 Circle Reverse Cutting Needle,,Medical supply,N/A,,,DAGU Item:55703
7bfbc59c-af89-4677-9f41-c19782f0e988,,,Mersilk Braided Black Gauge 2.0(3/0) 75cm on 35mm 1/2 Circle Round Bodied Needle,,Medical supply,N/A,,,DAGU Item:55704
7373e4fb-124d-4fd3-b96a-857c0582f85a,,,Mersilk Braided Black Gauge 2.0(3/0) 75cm on 26mm 1/2 Circle Reverse Cutting Needle,,Medical supply,N/A,,,DAGU Item:55705
7860dffc-4b72-4951-a453-8c4020d48313,,,Polyglycolic acid absorbable braided violet Gauge 3.0(2/0) 75cm on 26mm 3/8 Circle Reverse cutting needle,,Medical supply,N/A,,,DAGU Item:55706
e80b6aca-db9b-4417-8946-77abc3bcf481,,,Polyglycolic acid absorbable braided violet Gauge 3.0(2/0) 75cm on 27mm 1/2 Circle Reverse Cutting Needle,,Medical supply,N/A,,,DAGU Item:55707
86751694-30c4-4773-a791-7a0cea61f34a,,,Polyglycolic acid absorbable braided violet Gauge 3.0(2/0) 75cm on 34mm 1/2 circle round bodied needle,,Medical supply,N/A,,,DAGU Item:55708
a83e8eeb-385c-4cf7-beca-70407c7a087e,,,Polyglycolic acid absorbable braided violet Gauge 4.0(1) 75cm on 45mm 1/2 Circle cutting taper needle,,Medical supply,N/A,,,DAGU Item:55709
d9c6919a-c9a1-4897-8c5c-6a4615c8f700,,,Polyamide Monofilament Gauge 5.0(2) 90cm on 50mm 1/2 Circle Round Bodied Needle,,Medical supply,N/A,,,DAGU Item:55710
9d39ff05-d65f-4d6f-a3b1-caeebe96aefc,,,Prescription Pad (Narcotic ),,Medical supply,N/A,,,DAGU Item:55805
06b63a18-a7b9-4133-9b07-17dfcbb40b9d,,,Towel for New Born 100% Cotton,,Medical supply,N/A,,,DAGU Item:55810
3e5b9a8e-735b-4092-8180-f529998384da,,,"Conical Flask Erlenmeger Borosilicate Glass 3.3, with Printed Graduation 100ml",,Medical supply,N/A,,,DAGU Item:55815
569c4191-78b8-404a-872f-11ce0429a5b7,,,Cannula Intravenous Set 20G,,Medical supply,N/A,,,DAGU Item:55816
9f008c59-5299-4614-aa5f-53a2d270ebe0,,,Rectal Tube Rubber With Terminal Size 24CH,,Medical supply,N/A,,,DAGU Item:55820
5e26843e-6388-4cb8-af02-0ea3cb254d8a,,,Syringe (Disposable) 3ml with Needle 20G,,Medical supply,N/A,,,DAGU Item:55822
5f887b02-97db-47e9-ac12-b4e418f990ad,,,Catheter Suction Transparent with Funnel Silco Sterile 8CH,,Medical supply,N/A,,,DAGU Item:55823
e9755d4c-54f2-47f6-8c7a-c61f756ad886,,,Polyglycolic acid absorbable braided violet Gauge 0.4(8/0) 45cm on 8mm 3/8 Circle Round Bodied taper needle,,Medical supply,N/A,,,DAGU Item:55824
21102c54-db60-4ce8-8100-d0eb42f84b09,,,Mersilk Braided Black Gauge 1.5(4/0) 75cm on 17mm 1/2 Circle reverse cutting Needle,,Medical supply,N/A,,,DAGU Item:55827
3d55ae80-29a1-4df8-943f-a02fcfa098fb,,,Mersilk Braided Black Gauge 1.5(4/0) 75cm on 19mm 1/2 Circle Reverse Cutting Needle,,Medical supply,N/A,,,DAGU Item:55828
f8b2452b-d881-4334-9e6f-a0d4d8fba538,,,Mersilk Braided Black Gauge 1.5(4/0) 75cm on 24mm 1/2 Cicle Round Bodied Needle,,Medical supply,N/A,,,DAGU Item:55829
da24fba5-525a-4990-80ce-bf7923e74774,,,Cat Gut Chromic Gauge 2.0(4/0) 75cm on 38mm 1/2 Circle Reverse Cutting Needle,,Medical supply,N/A,,,DAGU Item:55830
5dcc807a-c5f1-4d03-b4a3-57c586f990a3,,,Poly Diaxone Monofilament Violet Gauge 3.0(2/0)70cm on 31mm 1/2 circle round bodied taper needle,,Medical supply,N/A,,,DAGU Item:55831
8e1d0277-4022-47a0-9042-570d210f90e0,,,Mersilk Braided Black Gauge 3.5(0) 75cm 30mm 1/2 Circle Round Bodied Needle,,Medical supply,N/A,,,DAGU Item:55832
561f72be-2f51-4861-a736-27cd1c15364a,,,Mersilk Braided Black Gauge 3.5(0) 75cm on 28mm 1/2 circle round bodied needle,,Medical supply,N/A,,,DAGU Item:55833
b44f7cde-274b-4d72-8c40-d84661921c5f,,,Cat Gut Chromic Gauge 4.0(0) 75cm on 20mm 1/2 Circle Round Bodied Needle,,Medical supply,N/A,,,DAGU Item:55834
aa761777-8cae-42f3-b6c1-c14be8949611,,,Cat Gut Chromic Gauge 4.0(0) 75cm on 38mm 1/2 Circle Reverse Cutting Bodied Needle,,Medical supply,N/A,,,DAGU Item:55835
890ccfef-fd8a-47bc-bdeb-d457349e8d50,,,Cat Gut Chromic Gauge 4.0(0) 75cm on 40mm 1/2 Circle Round Bodied Needle,,Medical supply,N/A,,,DAGU Item:55836
8daaf828-fd3a-4f8c-8349-bf883819d049,,,Poly Diaxone Monofilament Violet Gauge 5.0(2) 90cm on 40mm 1/2 circle round bodied taper needle,,Medical supply,N/A,,,DAGU Item:55837
bff848c7-f930-476f-8a1c-fa8ed0f9f559,,,Pillcater with Box,,Medical supply,N/A,,,DAGU Item:55927
9bdeb6a3-8e3a-47c5-a08d-ca97bf4afe02,,,Thermostatic Valve Orifice,,Medical supply,N/A,,,DAGU Item:55932
